Model,mean_fit_time,mean_score_time,mean_test_score
3,0.13383617401123046,0.025789308547973632,0.3
3,0.12717909812927247,0.02257537841796875,0.25
3,0.2857067108154297,0.03714056015014648,0.22
3,0.284912109375,0.03644852638244629,0.2
3,0.32306976318359376,0.03858580589294434,0.37
3,0.323042106628418,0.03663854598999024,0.36
3,0.5064382076263427,0.0505739688873291,0.22
3,0.4783310890197754,0.051871538162231445,0.2
3,0.5326584339141845,0.05347952842712402,0.37
3,0.5256015300750733,0.04905271530151367,0.39
3,0.1361398696899414,0.02718825340270996,0.23
3,0.14813923835754395,0.025896358489990234,0.19
3,0.14304280281066895,0.026213979721069335,0.31
3,0.13975648880004882,0.024336957931518556,0.28
3,0.2990520477294922,0.036255693435668944,0.22
3,0.27670965194702146,0.03981661796569824,0.19
3,0.3066722393035889,0.04448456764221191,0.4
3,0.3285666465759277,0.047292900085449216,0.36
3,0.5033206462860107,0.04850478172302246,0.22
3,0.4987459182739258,0.04856166839599609,0.19
3,0.5048708438873291,0.04558725357055664,0.39
3,0.4995473861694336,0.04846663475036621,0.37
3,0.14217729568481446,0.0269500732421875,0.19
3,0.13480205535888673,0.02614593505859375,0.18
3,0.17916970252990722,0.030620098114013672,0.19
3,0.12873897552490235,0.026308107376098632,0.19
3,0.2966166496276855,0.03639078140258789,0.22
3,0.3023553371429443,0.036513328552246094,0.19
3,0.2993453025817871,0.037268543243408205,0.26
3,0.2938227653503418,0.03627791404724121,0.25
3,0.5510087490081788,0.05036530494689941,0.22
3,0.485123872756958,0.05491943359375,0.2
3,0.4942892074584961,0.0496370792388916,0.26
3,0.4857903003692627,0.049047422409057614,0.3
3,0.19728469848632812,0.03941497802734375,0.22
3,0.13946318626403809,0.02338409423828125,0.18
3,0.1364725112915039,0.024650716781616212,0.32
3,0.12651023864746094,0.024642181396484376,0.31
3,0.3009223461151123,0.037282276153564456,0.22
3,0.3096290111541748,0.036543989181518556,0.19
3,0.29735260009765624,0.037998628616333005,0.36
3,0.31607370376586913,0.040514564514160155,0.37
3,0.4611490249633789,0.046527767181396486,0.22
3,0.46199874877929686,0.04895591735839844,0.19
3,0.5164330482482911,0.05019688606262207,0.38
3,0.5367165088653565,0.051803970336914064,0.37
3,0.138295316696167,0.028307247161865234,0.21
3,0.1402294158935547,0.027101612091064452,0.19
3,0.12707395553588868,0.024888324737548827,0.29
3,0.12615933418273925,0.026899194717407225,0.27
3,0.29404559135437014,0.034831571578979495,0.22
3,0.29567770957946776,0.03984251022338867,0.19
3,0.3088653564453125,0.03864693641662598,0.35
3,0.3086235523223877,0.03858137130737305,0.35
3,0.507887601852417,0.0499941349029541,0.22
3,0.4722307205200195,0.05026741027832031,0.19
